img1_path,img2_path,label
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Jun\Lee_Jun_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Jun\Lee_Jun_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Enrique_Oliu\Enrique_Oliu_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Antonio_Samaranch\Juan_Antonio_Samaranch_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Monique_Garbrecht-Enfeldt\Monique_Garbrecht-Enfeldt_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Monique_Garbrecht-Enfeldt\Monique_Garbrecht-Enfeldt_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ascencion_Barajas\Ascencion_Barajas_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mitchell_McLaughlin\Mitchell_McLaughlin_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lynn_Abraham\Lynn_Abraham_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lynn_Abraham\Lynn_Abraham_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rita_Wilson\Rita_Wilson_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rita_Wilson\Rita_Wilson_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charlie_Zaa\Charlie_Zaa_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charlie_Zaa\Charlie_Zaa_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Reilly\Tom_Reilly_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Reilly\Tom_Reilly_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Diana_Munz\Diana_Munz_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jim_Tressel\Jim_Tressel_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mathias_Reichhold\Mathias_Reichhold_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mathias_Reichhold\Mathias_Reichhold_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chick_Hearn\Chick_Hearn_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elton_John\Elton_John_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Arlen_Specter\Arlen_Specter_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Arlen_Specter\Arlen_Specter_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Paxton\Bill_Paxton_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Bove\Jose_Bove_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Platon_Lebedev\Platon_Lebedev_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Tyson\Mike_Tyson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Walsh\John_Walsh_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Walsh\John_Walsh_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jean_Carnahan\Jean_Carnahan_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jean_Carnahan\Jean_Carnahan_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frank_Cassell\Frank_Cassell_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frank_Cassell\Frank_Cassell_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Iva_Majoli\Iva_Majoli_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Iva_Majoli\Iva_Majoli_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Heidi_Fleiss\Heidi_Fleiss_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Sarkozy\Nicolas_Sarkozy_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Jin-sun\Kim_Jin-sun_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Jin-sun\Kim_Jin-sun_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Paxton\Bill_Paxton_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Billy_Edelin\Billy_Edelin_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zoran_Djindjic\Zoran_Djindjic_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sila_Calderon\Sila_Calderon_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chang_Dae-whan\Chang_Dae-whan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chang_Dae-whan\Chang_Dae-whan_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Jordan\Michael_Jordan_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Jordan\Michael_Jordan_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carla_Tricoli\Carla_Tricoli_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mark_Butcher\Mark_Butcher_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charlie_Garner\Charlie_Garner_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Layug\James_Layug_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julianne_Moore\Julianne_Moore_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julianne_Moore\Julianne_Moore_0017.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Howard\John_Howard_0016.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Howard\John_Howard_0018.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thalia\Thalia_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Huang_Suey-Sheng\Huang_Suey-Sheng_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Morris\James_Morris_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guy_Ritchie\Guy_Ritchie_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Salman_Rushdie\Salman_Rushdie_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Salman_Rushdie\Salman_Rushdie_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rosa_Haywa_de_Condori\Rosa_Haywa_de_Condori_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gholamreza_Aghazadeh\Gholamreza_Aghazadeh_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Doug_Melvin\Doug_Melvin_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Herrington\John_Herrington_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Laura_Romero\Laura_Romero_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chuck_Yeager\Chuck_Yeager_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hitomi_Soga\Hitomi_Soga_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hitomi_Soga\Hitomi_Soga_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Augusto_Pinochet\Augusto_Pinochet_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Obey\David_Obey_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kathleen_Glynn\Kathleen_Glynn_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kathleen_Glynn\Kathleen_Glynn_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mary-Kate_Olsen\Mary-Kate_Olsen_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eddie_Lucio\Eddie_Lucio_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Vicente_Rangel\Jose_Vicente_Rangel_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rod_Bryden\Rod_Bryden_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anthony_Fauci\Anthony_Fauci_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anthony_Fauci\Anthony_Fauci_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Lezak\Jason_Lezak_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Lezak\Jason_Lezak_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dean_Barkley\Dean_Barkley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dean_Barkley\Dean_Barkley_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Brady\Tom_Brady_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Brady\Tom_Brady_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Saeb_Erekat\Saeb_Erekat_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Saeb_Erekat\Saeb_Erekat_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Warren_Beatty\Warren_Beatty_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Warren_Beatty\Warren_Beatty_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Annette_Bening\Annette_Bening_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Annette_Bening\Annette_Bening_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Larry_Thompson\Larry_Thompson_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Larry_Thompson\Larry_Thompson_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dennis_Kozlowski\Dennis_Kozlowski_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rob_Morrow\Rob_Morrow_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Donna_Ralston\Donna_Ralston_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edward_Belvin\Edward_Belvin_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\JJ_Redick\JJ_Redick_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\JJ_Redick\JJ_Redick_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Angel_Maza\Angel_Maza_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hussein_Malik\Hussein_Malik_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julian_Battle\Julian_Battle_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Valerie_Harper\Valerie_Harper_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Isabella_Rossellini\Isabella_Rossellini_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Isabella_Rossellini\Isabella_Rossellini_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Garry_Kasparov\Garry_Kasparov_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Garry_Kasparov\Garry_Kasparov_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Jong-Il\Kim_Jong-Il_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Jong-Il\Kim_Jong-Il_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Brady\John_Brady_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Brady\John_Brady_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Bettany\Paul_Bettany_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mickey_Loomis\Mickey_Loomis_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frederique_van_der_Wal\Frederique_van_der_Wal_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Javier_Delgado\Javier_Delgado_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Azra_Akin\Azra_Akin_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Azra_Akin\Azra_Akin_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pete_Carroll\Pete_Carroll_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pete_Carroll\Pete_Carroll_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Kostelnik\Michael_Kostelnik_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Kostelnik\Michael_Kostelnik_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guy_Hemmings\Guy_Hemmings_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guy_Hemmings\Guy_Hemmings_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hamid_Karzai\Hamid_Karzai_0010.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hamid_Karzai\Hamid_Karzai_0013.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joe_Leonard\Joe_Leonard_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Blaney\George_Blaney_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cindy_Crawford\Cindy_Crawford_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cindy_Crawford\Cindy_Crawford_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Mourinho\Jose_Mourinho_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pharrell_Williams\Pharrell_Williams_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Perrota\John_Perrota_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pedro_Martinez\Pedro_Martinez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jon_Voight\Jon_Voight_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jon_Voight\Jon_Voight_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dexter_Jackson\Dexter_Jackson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dexter_Jackson\Dexter_Jackson_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Burnett\Carol_Burnett_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Burnett\Carol_Burnett_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeffrey_Pfeffer\Jeffrey_Pfeffer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joan_Jett\Joan_Jett_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lars_Burgsmuller\Lars_Burgsmuller_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jade_Jagger\Jade_Jagger_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nancy_Kerrigan\Nancy_Kerrigan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tommy_Maddox\Tommy_Maddox_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chung_Mong-joon\Chung_Mong-joon_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chung_Mong-joon\Chung_Mong-joon_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gavin_Degraw\Gavin_Degraw_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Canary\David_Canary_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Abdul_Rahman\Abdul_Rahman_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Martin\William_Martin_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Benjamin_McKenzie\Benjamin_McKenzie_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Randy_Brown\Randy_Brown_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Moseley_Braun\Carol_Moseley_Braun_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Moseley_Braun\Carol_Moseley_Braun_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Biggs\Jason_Biggs_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Prince_Naruhito\Prince_Naruhito_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adam_Scott\Adam_Scott_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adam_Scott\Adam_Scott_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Reese_Witherspoon\Reese_Witherspoon_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Reese_Witherspoon\Reese_Witherspoon_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tim_Duncan\Tim_Duncan_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tim_Duncan\Tim_Duncan_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Burns\William_Burns_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Burns\William_Burns_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nursultan_Nazarbayev\Nursultan_Nazarbayev_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nursultan_Nazarbayev\Nursultan_Nazarbayev_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kjell_Magne_Bondevik\Kjell_Magne_Bondevik_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kjell_Magne_Bondevik\Kjell_Magne_Bondevik_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rand_Beers\Rand_Beers_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nastassia_Kinski\Nastassia_Kinski_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Roman_Riquelme\Juan_Roman_Riquelme_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Schumacher\Michael_Schumacher_0017.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Damon_van_Dam\Damon_van_Dam_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Damon_van_Dam\Damon_van_Dam_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Soo-hyuck\Lee_Soo-hyuck_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Soo-hyuck\Lee_Soo-hyuck_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Griese\Brian_Griese_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Griese\Brian_Griese_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_Curley\Tom_Curley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elena_Dementieva\Elena_Dementieva_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eve_Pelletier\Eve_Pelletier_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eve_Pelletier\Eve_Pelletier_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Katherine_Harris\Katherine_Harris_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Katherine_Harris\Katherine_Harris_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Shane_Hmiel\Shane_Hmiel_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jean-David_Levitte\Jean-David_Levitte_0006.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Oscar_Bolanos\Oscar_Bolanos_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Greenaway\Peter_Greenaway_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Geoghan\John_Geoghan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bernard_Kerik\Bernard_Kerik_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Walker\Paul_Walker_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roger_Moore\Roger_Moore_0005.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cheryl_James\Cheryl_James_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Larry_Thompson\Larry_Thompson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bud_Selig\Bud_Selig_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bud_Selig\Bud_Selig_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Galen_Rowell\Galen_Rowell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Johnny_Depp\Johnny_Depp_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Matt_Siebrandt\Matt_Siebrandt_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Suk_Chung_Hong\Suk_Chung_Hong_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thomas_Bjorn\Thomas_Bjorn_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thomas_Bjorn\Thomas_Bjorn_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Emily_Robison\Emily_Robison_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Emily_Robison\Emily_Robison_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Burrell\Paul_Burrell_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tommy_Robredo\Tommy_Robredo_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kevin_Costner\Kevin_Costner_0008.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kevin_Costner\Kevin_Costner_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guenter_Verheugen\Guenter_Verheugen_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eric_Vigouroux\Eric_Vigouroux_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yukiko_Okudo\Yukiko_Okudo_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yukiko_Okudo\Yukiko_Okudo_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dominick_Dunne\Dominick_Dunne_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Winterbottom\Michael_Winterbottom_0003.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lauren_Killian\Lauren_Killian_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lauren_Killian\Lauren_Killian_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricky_Cottrill\Ricky_Cottrill_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marian_Dolan\Marian_Dolan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charmaine_Crooks\Charmaine_Crooks_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bo_Ryan\Bo_Ryan_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julianne_Moore\Julianne_Moore_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julianne_Moore\Julianne_Moore_0019.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Koichiro_Matsuura\Koichiro_Matsuura_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bruce_Willis\Bruce_Willis_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kiki_Vandeweghe\Kiki_Vandeweghe_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kiki_Vandeweghe\Kiki_Vandeweghe_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marcelo_Rios\Marcelo_Rios_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marcelo_Rios\Marcelo_Rios_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tony_Stewart\Tony_Stewart_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tony_Stewart\Tony_Stewart_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Larry_Wilmore\Larry_Wilmore_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elena_Likhovtseva\Elena_Likhovtseva_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Christina_Sawaya\Christina_Sawaya_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thanongsak_Tuvinan\Thanongsak_Tuvinan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thomas_Rupprath\Thomas_Rupprath_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thomas_Rupprath\Thomas_Rupprath_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Emanuel_Ginobili\Emanuel_Ginobili_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Emanuel_Ginobili\Emanuel_Ginobili_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Shriver\Maria_Shriver_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ignatius_Wang\Ignatius_Wang_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roy_Williams\Roy_Williams_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roy_Williams\Roy_Williams_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rudi_Voeller\Rudi_Voeller_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Luisa_Mendonca\Maria_Luisa_Mendonca_0001.npy,0
