img1_path,img2_path,label
ValidationSet\RawFaces\Face Dataset\871\0.npy,ValidationSet\RawFaces\Face Dataset\871\1.npy,1
ValidationSet\RawFaces\Face Dataset\798\0.npy,ValidationSet\RawFaces\Face Dataset\798\1.npy,1
ValidationSet\RawFaces\Face Dataset\272\4.npy,ValidationSet\RawFaces\Face Dataset\272\1.npy,1
ValidationSet\RawFaces\Face Dataset\1152\5.npy,ValidationSet\RawFaces\Face Dataset\1152\11.npy,1
ValidationSet\RawFaces\Face Dataset\1528\0.npy,ValidationSet\RawFaces\Face Dataset\1528\1.npy,1
ValidationSet\RawFaces\Face Dataset\574\0.npy,ValidationSet\RawFaces\Face Dataset\876\4.npy,0
ValidationSet\RawFaces\Face Dataset\166\5.npy,ValidationSet\RawFaces\Face Dataset\670\0.npy,0
ValidationSet\RawFaces\Face Dataset\1137\3.npy,ValidationSet\RawFaces\Face Dataset\1621\0.npy,0
ValidationSet\RawFaces\Face Dataset\310\0.npy,ValidationSet\RawFaces\Face Dataset\310\2.npy,1
ValidationSet\RawFaces\Face Dataset\623\2.npy,ValidationSet\RawFaces\Face Dataset\623\1.npy,1
ValidationSet\RawFaces\Face Dataset\1261\3.npy,ValidationSet\RawFaces\Face Dataset\1261\2.npy,1
ValidationSet\RawFaces\Face Dataset\747\3.npy,ValidationSet\RawFaces\Face Dataset\747\1.npy,1
ValidationSet\RawFaces\Face Dataset\1272\1.npy,ValidationSet\RawFaces\Face Dataset\1272\0.npy,1
ValidationSet\RawFaces\Face Dataset\216\1.npy,ValidationSet\RawFaces\Face Dataset\1142\0.npy,0
ValidationSet\RawFaces\Face Dataset\1007\14.npy,ValidationSet\RawFaces\Face Dataset\1007\4.npy,1
ValidationSet\RawFaces\Face Dataset\708\5.npy,ValidationSet\RawFaces\Face Dataset\708\1.npy,1
ValidationSet\RawFaces\Face Dataset\640\0.npy,ValidationSet\RawFaces\Face Dataset\640\1.npy,1
ValidationSet\RawFaces\Face Dataset\116\2.npy,ValidationSet\RawFaces\Face Dataset\116\0.npy,1
ValidationSet\RawFaces\Face Dataset\1645\2.npy,ValidationSet\RawFaces\Face Dataset\1645\5.npy,1
ValidationSet\RawFaces\Face Dataset\1117\0.npy,ValidationSet\RawFaces\Face Dataset\765\2.npy,0
ValidationSet\RawFaces\Face Dataset\379\2.npy,ValidationSet\RawFaces\Face Dataset\379\0.npy,1
ValidationSet\RawFaces\Face Dataset\212\1.npy,ValidationSet\RawFaces\Face Dataset\1467\11.npy,0
ValidationSet\RawFaces\Face Dataset\479\1.npy,ValidationSet\RawFaces\Face Dataset\479\0.npy,1
ValidationSet\RawFaces\Face Dataset\54\5.npy,ValidationSet\RawFaces\Face Dataset\1094\1.npy,0
ValidationSet\RawFaces\Face Dataset\1304\0.npy,ValidationSet\RawFaces\Face Dataset\1310\4.npy,0
ValidationSet\RawFaces\Face Dataset\11\0.npy,ValidationSet\RawFaces\Face Dataset\895\0.npy,0
ValidationSet\RawFaces\Face Dataset\332\0.npy,ValidationSet\RawFaces\Face Dataset\332\1.npy,1
ValidationSet\RawFaces\Face Dataset\676\2.npy,ValidationSet\RawFaces\Face Dataset\1630\2.npy,0
ValidationSet\RawFaces\Face Dataset\1279\0.npy,ValidationSet\RawFaces\Face Dataset\484\1.npy,0
ValidationSet\RawFaces\Face Dataset\1502\0.npy,ValidationSet\RawFaces\Face Dataset\1470\0.npy,0
ValidationSet\RawFaces\Face Dataset\925\0.npy,ValidationSet\RawFaces\Face Dataset\929\2.npy,0
ValidationSet\RawFaces\Face Dataset\916\1.npy,ValidationSet\RawFaces\Face Dataset\942\1.npy,0
ValidationSet\RawFaces\Face Dataset\163\8.npy,ValidationSet\RawFaces\Face Dataset\1489\1.npy,0
ValidationSet\RawFaces\Face Dataset\980\22.npy,ValidationSet\RawFaces\Face Dataset\19\3.npy,0
ValidationSet\RawFaces\Face Dataset\820\1.npy,ValidationSet\RawFaces\Face Dataset\820\2.npy,1
ValidationSet\RawFaces\Face Dataset\1096\0.npy,ValidationSet\RawFaces\Face Dataset\1096\1.npy,1
ValidationSet\RawFaces\Face Dataset\125\3.npy,ValidationSet\RawFaces\Face Dataset\1601\1.npy,0
ValidationSet\RawFaces\Face Dataset\1420\1.npy,ValidationSet\RawFaces\Face Dataset\1183\1.npy,0
ValidationSet\RawFaces\Face Dataset\964\1.npy,ValidationSet\RawFaces\Face Dataset\1018\3.npy,0
ValidationSet\RawFaces\Face Dataset\751\4.npy,ValidationSet\RawFaces\Face Dataset\751\6.npy,1
ValidationSet\RawFaces\Face Dataset\1614\5.npy,ValidationSet\RawFaces\Face Dataset\1250\1.npy,0
ValidationSet\RawFaces\Face Dataset\582\4.npy,ValidationSet\RawFaces\Face Dataset\582\2.npy,1
ValidationSet\RawFaces\Face Dataset\1506\1.npy,ValidationSet\RawFaces\Face Dataset\1150\4.npy,0
ValidationSet\RawFaces\Face Dataset\674\0.npy,ValidationSet\RawFaces\Face Dataset\674\1.npy,1
ValidationSet\RawFaces\Face Dataset\232\0.npy,ValidationSet\RawFaces\Face Dataset\232\1.npy,1
ValidationSet\RawFaces\Face Dataset\383\1.npy,ValidationSet\RawFaces\Face Dataset\671\1.npy,0
ValidationSet\RawFaces\Face Dataset\1130\1.npy,ValidationSet\RawFaces\Face Dataset\1130\0.npy,1
ValidationSet\RawFaces\Face Dataset\1176\13.npy,ValidationSet\RawFaces\Face Dataset\1176\16.npy,1
ValidationSet\RawFaces\Face Dataset\686\3.npy,ValidationSet\RawFaces\Face Dataset\686\2.npy,1
ValidationSet\RawFaces\Face Dataset\1036\1.npy,ValidationSet\RawFaces\Face Dataset\483\0.npy,0
ValidationSet\RawFaces\Face Dataset\964\0.npy,ValidationSet\RawFaces\Face Dataset\1539\0.npy,0
ValidationSet\RawFaces\Face Dataset\747\1.npy,ValidationSet\RawFaces\Face Dataset\451\1.npy,0
ValidationSet\RawFaces\Face Dataset\566\1.npy,ValidationSet\RawFaces\Face Dataset\232\0.npy,0
ValidationSet\RawFaces\Face Dataset\428\3.npy,ValidationSet\RawFaces\Face Dataset\1487\3.npy,0
ValidationSet\RawFaces\Face Dataset\903\0.npy,ValidationSet\RawFaces\Face Dataset\386\8.npy,0
ValidationSet\RawFaces\Face Dataset\802\1.npy,ValidationSet\RawFaces\Face Dataset\990\2.npy,0
ValidationSet\RawFaces\Face Dataset\736\1.npy,ValidationSet\RawFaces\Face Dataset\736\2.npy,1
ValidationSet\RawFaces\Face Dataset\314\2.npy,ValidationSet\RawFaces\Face Dataset\1116\3.npy,0
ValidationSet\RawFaces\Face Dataset\203\0.npy,ValidationSet\RawFaces\Face Dataset\539\2.npy,0
ValidationSet\RawFaces\Face Dataset\1206\1.npy,ValidationSet\RawFaces\Face Dataset\1206\2.npy,1
ValidationSet\RawFaces\Face Dataset\892\1.npy,ValidationSet\RawFaces\Face Dataset\892\0.npy,1
ValidationSet\RawFaces\Face Dataset\670\3.npy,ValidationSet\RawFaces\Face Dataset\670\0.npy,1
ValidationSet\RawFaces\Face Dataset\827\1.npy,ValidationSet\RawFaces\Face Dataset\1205\0.npy,0
ValidationSet\RawFaces\Face Dataset\572\0.npy,ValidationSet\RawFaces\Face Dataset\1237\1.npy,0
ValidationSet\RawFaces\Face Dataset\1034\0.npy,ValidationSet\RawFaces\Face Dataset\946\0.npy,0
ValidationSet\RawFaces\Face Dataset\350\8.npy,ValidationSet\RawFaces\Face Dataset\936\0.npy,0
ValidationSet\RawFaces\Face Dataset\605\1.npy,ValidationSet\RawFaces\Face Dataset\605\2.npy,1
ValidationSet\RawFaces\Face Dataset\879\1.npy,ValidationSet\RawFaces\Face Dataset\1185\1.npy,0
ValidationSet\RawFaces\Face Dataset\947\1.npy,ValidationSet\RawFaces\Face Dataset\947\0.npy,1
ValidationSet\RawFaces\Face Dataset\101\1.npy,ValidationSet\RawFaces\Face Dataset\285\0.npy,0
ValidationSet\RawFaces\Face Dataset\1482\1.npy,ValidationSet\RawFaces\Face Dataset\1290\2.npy,0
ValidationSet\RawFaces\Face Dataset\1221\1.npy,ValidationSet\RawFaces\Face Dataset\39\2.npy,0
ValidationSet\RawFaces\Face Dataset\1369\0.npy,ValidationSet\RawFaces\Face Dataset\1255\0.npy,0
ValidationSet\RawFaces\Face Dataset\1416\0.npy,ValidationSet\RawFaces\Face Dataset\864\2.npy,0
ValidationSet\RawFaces\Face Dataset\1501\0.npy,ValidationSet\RawFaces\Face Dataset\1501\1.npy,1
ValidationSet\RawFaces\Face Dataset\1163\2.npy,ValidationSet\RawFaces\Face Dataset\624\3.npy,0
ValidationSet\RawFaces\Face Dataset\437\3.npy,ValidationSet\RawFaces\Face Dataset\359\1.npy,0
ValidationSet\RawFaces\Face Dataset\13\1.npy,ValidationSet\RawFaces\Face Dataset\13\0.npy,1
ValidationSet\RawFaces\Face Dataset\679\0.npy,ValidationSet\RawFaces\Face Dataset\1362\0.npy,0
ValidationSet\RawFaces\Face Dataset\884\1.npy,ValidationSet\RawFaces\Face Dataset\884\0.npy,1
ValidationSet\RawFaces\Face Dataset\625\0.npy,ValidationSet\RawFaces\Face Dataset\830\1.npy,0
ValidationSet\RawFaces\Face Dataset\1386\2.npy,ValidationSet\RawFaces\Face Dataset\475\14.npy,0
ValidationSet\RawFaces\Face Dataset\1256\0.npy,ValidationSet\RawFaces\Face Dataset\1256\3.npy,1
ValidationSet\RawFaces\Face Dataset\1486\5.npy,ValidationSet\RawFaces\Face Dataset\572\1.npy,0
ValidationSet\RawFaces\Face Dataset\485\0.npy,ValidationSet\RawFaces\Face Dataset\1476\1.npy,0
ValidationSet\RawFaces\Face Dataset\1555\2.npy,ValidationSet\RawFaces\Face Dataset\1555\1.npy,1
ValidationSet\RawFaces\Face Dataset\1367\1.npy,ValidationSet\RawFaces\Face Dataset\362\0.npy,0
ValidationSet\RawFaces\Face Dataset\794\2.npy,ValidationSet\RawFaces\Face Dataset\546\2.npy,0
ValidationSet\RawFaces\Face Dataset\1566\1.npy,ValidationSet\RawFaces\Face Dataset\555\3.npy,0
ValidationSet\RawFaces\Face Dataset\611\1.npy,ValidationSet\RawFaces\Face Dataset\611\0.npy,1
ValidationSet\RawFaces\Face Dataset\985\2.npy,ValidationSet\RawFaces\Face Dataset\985\1.npy,1
ValidationSet\RawFaces\Face Dataset\1445\1.npy,ValidationSet\RawFaces\Face Dataset\1560\2.npy,0
ValidationSet\RawFaces\Face Dataset\425\0.npy,ValidationSet\RawFaces\Face Dataset\66\0.npy,0
ValidationSet\RawFaces\Face Dataset\1181\0.npy,ValidationSet\RawFaces\Face Dataset\1181\2.npy,1
ValidationSet\RawFaces\Face Dataset\612\1.npy,ValidationSet\RawFaces\Face Dataset\612\0.npy,1
ValidationSet\RawFaces\Face Dataset\1289\1.npy,ValidationSet\RawFaces\Face Dataset\1289\0.npy,1
ValidationSet\RawFaces\Face Dataset\761\1.npy,ValidationSet\RawFaces\Face Dataset\761\0.npy,1
ValidationSet\RawFaces\Face Dataset\226\0.npy,ValidationSet\RawFaces\Face Dataset\109\2.npy,0
ValidationSet\RawFaces\Face Dataset\1542\0.npy,ValidationSet\RawFaces\Face Dataset\1542\2.npy,1
ValidationSet\RawFaces\Face Dataset\726\1.npy,ValidationSet\RawFaces\Face Dataset\1204\0.npy,0
ValidationSet\RawFaces\Face Dataset\313\0.npy,ValidationSet\RawFaces\Face Dataset\1448\1.npy,0
ValidationSet\RawFaces\Face Dataset\610\1.npy,ValidationSet\RawFaces\Face Dataset\610\0.npy,1
ValidationSet\RawFaces\Face Dataset\485\0.npy,ValidationSet\RawFaces\Face Dataset\485\1.npy,1
ValidationSet\RawFaces\Face Dataset\21\2.npy,ValidationSet\RawFaces\Face Dataset\1402\0.npy,0
ValidationSet\RawFaces\Face Dataset\776\10.npy,ValidationSet\RawFaces\Face Dataset\1648\3.npy,0
ValidationSet\RawFaces\Face Dataset\539\2.npy,ValidationSet\RawFaces\Face Dataset\298\0.npy,0
ValidationSet\RawFaces\Face Dataset\260\1.npy,ValidationSet\RawFaces\Face Dataset\1414\7.npy,0
ValidationSet\RawFaces\Face Dataset\768\2.npy,ValidationSet\RawFaces\Face Dataset\768\0.npy,1
ValidationSet\RawFaces\Face Dataset\1122\0.npy,ValidationSet\RawFaces\Face Dataset\1661\3.npy,0
ValidationSet\RawFaces\Face Dataset\326\0.npy,ValidationSet\RawFaces\Face Dataset\70\5.npy,0
ValidationSet\RawFaces\Face Dataset\902\3.npy,ValidationSet\RawFaces\Face Dataset\902\4.npy,1
ValidationSet\RawFaces\Face Dataset\665\1.npy,ValidationSet\RawFaces\Face Dataset\108\0.npy,0
ValidationSet\RawFaces\Face Dataset\580\1.npy,ValidationSet\RawFaces\Face Dataset\1622\1.npy,0
ValidationSet\RawFaces\Face Dataset\1177\1.npy,ValidationSet\RawFaces\Face Dataset\1177\0.npy,1
ValidationSet\RawFaces\Face Dataset\553\9.npy,ValidationSet\RawFaces\Face Dataset\553\10.npy,1
ValidationSet\RawFaces\Face Dataset\822\1.npy,ValidationSet\RawFaces\Face Dataset\822\0.npy,1
ValidationSet\RawFaces\Face Dataset\1294\3.npy,ValidationSet\RawFaces\Face Dataset\889\5.npy,0
ValidationSet\RawFaces\Face Dataset\250\1.npy,ValidationSet\RawFaces\Face Dataset\250\0.npy,1
ValidationSet\RawFaces\Face Dataset\1041\0.npy,ValidationSet\RawFaces\Face Dataset\1278\0.npy,0
ValidationSet\RawFaces\Face Dataset\1096\4.npy,ValidationSet\RawFaces\Face Dataset\134\1.npy,0
ValidationSet\RawFaces\Face Dataset\96\1.npy,ValidationSet\RawFaces\Face Dataset\96\2.npy,1
ValidationSet\RawFaces\Face Dataset\454\3.npy,ValidationSet\RawFaces\Face Dataset\454\2.npy,1
ValidationSet\RawFaces\Face Dataset\1451\2.npy,ValidationSet\RawFaces\Face Dataset\1451\1.npy,1
ValidationSet\RawFaces\Face Dataset\1033\0.npy,ValidationSet\RawFaces\Face Dataset\163\18.npy,0
ValidationSet\RawFaces\Face Dataset\483\0.npy,ValidationSet\RawFaces\Face Dataset\483\1.npy,1
ValidationSet\RawFaces\Face Dataset\979\2.npy,ValidationSet\RawFaces\Face Dataset\643\2.npy,0
ValidationSet\RawFaces\Face Dataset\1526\2.npy,ValidationSet\RawFaces\Face Dataset\1526\3.npy,1
ValidationSet\RawFaces\Face Dataset\151\2.npy,ValidationSet\RawFaces\Face Dataset\151\1.npy,1
ValidationSet\RawFaces\Face Dataset\1459\2.npy,ValidationSet\RawFaces\Face Dataset\1459\0.npy,1
ValidationSet\RawFaces\Face Dataset\1129\0.npy,ValidationSet\RawFaces\Face Dataset\158\3.npy,0
ValidationSet\RawFaces\Face Dataset\488\0.npy,ValidationSet\RawFaces\Face Dataset\477\0.npy,0
ValidationSet\RawFaces\Face Dataset\317\0.npy,ValidationSet\RawFaces\Face Dataset\1617\0.npy,0
ValidationSet\RawFaces\Face Dataset\936\0.npy,ValidationSet\RawFaces\Face Dataset\943\0.npy,0
ValidationSet\RawFaces\Face Dataset\770\0.npy,ValidationSet\RawFaces\Face Dataset\770\1.npy,1
ValidationSet\RawFaces\Face Dataset\707\1.npy,ValidationSet\RawFaces\Face Dataset\707\0.npy,1
ValidationSet\RawFaces\Face Dataset\28\1.npy,ValidationSet\RawFaces\Face Dataset\351\0.npy,0
ValidationSet\RawFaces\Face Dataset\188\5.npy,ValidationSet\RawFaces\Face Dataset\1118\1.npy,0
ValidationSet\RawFaces\Face Dataset\790\1.npy,ValidationSet\RawFaces\Face Dataset\790\0.npy,1
ValidationSet\RawFaces\Face Dataset\1153\1.npy,ValidationSet\RawFaces\Face Dataset\1011\2.npy,0
ValidationSet\RawFaces\Face Dataset\1487\0.npy,ValidationSet\RawFaces\Face Dataset\1487\3.npy,1
ValidationSet\RawFaces\Face Dataset\957\1.npy,ValidationSet\RawFaces\Face Dataset\957\0.npy,1
ValidationSet\RawFaces\Face Dataset\1329\19.npy,ValidationSet\RawFaces\Face Dataset\476\0.npy,0
ValidationSet\RawFaces\Face Dataset\765\1.npy,ValidationSet\RawFaces\Face Dataset\765\0.npy,1
ValidationSet\RawFaces\Face Dataset\1502\1.npy,ValidationSet\RawFaces\Face Dataset\809\1.npy,0
ValidationSet\RawFaces\Face Dataset\305\2.npy,ValidationSet\RawFaces\Face Dataset\646\1.npy,0
ValidationSet\RawFaces\Face Dataset\131\0.npy,ValidationSet\RawFaces\Face Dataset\635\1.npy,0
ValidationSet\RawFaces\Face Dataset\920\3.npy,ValidationSet\RawFaces\Face Dataset\1568\7.npy,0
ValidationSet\RawFaces\Face Dataset\493\3.npy,ValidationSet\RawFaces\Face Dataset\493\2.npy,1
ValidationSet\RawFaces\Face Dataset\1494\0.npy,ValidationSet\RawFaces\Face Dataset\344\0.npy,0
ValidationSet\RawFaces\Face Dataset\433\0.npy,ValidationSet\RawFaces\Face Dataset\1438\0.npy,0
ValidationSet\RawFaces\Face Dataset\1256\8.npy,ValidationSet\RawFaces\Face Dataset\939\1.npy,0
ValidationSet\RawFaces\Face Dataset\866\0.npy,ValidationSet\RawFaces\Face Dataset\866\1.npy,1
ValidationSet\RawFaces\Face Dataset\1388\0.npy,ValidationSet\RawFaces\Face Dataset\1000\1.npy,0
ValidationSet\RawFaces\Face Dataset\1359\4.npy,ValidationSet\RawFaces\Face Dataset\1326\7.npy,0
ValidationSet\RawFaces\Face Dataset\104\6.npy,ValidationSet\RawFaces\Face Dataset\104\7.npy,1
ValidationSet\RawFaces\Face Dataset\444\2.npy,ValidationSet\RawFaces\Face Dataset\444\1.npy,1
ValidationSet\RawFaces\Face Dataset\141\4.npy,ValidationSet\RawFaces\Face Dataset\403\0.npy,0
ValidationSet\RawFaces\Face Dataset\922\5.npy,ValidationSet\RawFaces\Face Dataset\922\3.npy,1
ValidationSet\RawFaces\Face Dataset\545\3.npy,ValidationSet\RawFaces\Face Dataset\545\0.npy,1
ValidationSet\RawFaces\Face Dataset\1078\2.npy,ValidationSet\RawFaces\Face Dataset\1078\1.npy,1
ValidationSet\RawFaces\Face Dataset\1462\0.npy,ValidationSet\RawFaces\Face Dataset\1543\0.npy,0
ValidationSet\RawFaces\Face Dataset\1131\3.npy,ValidationSet\RawFaces\Face Dataset\1131\5.npy,1
ValidationSet\RawFaces\Face Dataset\1583\2.npy,ValidationSet\RawFaces\Face Dataset\1583\0.npy,1
ValidationSet\RawFaces\Face Dataset\1240\0.npy,ValidationSet\RawFaces\Face Dataset\1240\1.npy,1
ValidationSet\RawFaces\Face Dataset\848\1.npy,ValidationSet\RawFaces\Face Dataset\848\0.npy,1
ValidationSet\RawFaces\Face Dataset\899\0.npy,ValidationSet\RawFaces\Face Dataset\912\1.npy,0
ValidationSet\RawFaces\Face Dataset\489\0.npy,ValidationSet\RawFaces\Face Dataset\998\0.npy,0
ValidationSet\RawFaces\Face Dataset\74\1.npy,ValidationSet\RawFaces\Face Dataset\74\4.npy,1
ValidationSet\RawFaces\Face Dataset\1117\1.npy,ValidationSet\RawFaces\Face Dataset\1117\0.npy,1
ValidationSet\RawFaces\Face Dataset\1246\8.npy,ValidationSet\RawFaces\Face Dataset\597\0.npy,0
ValidationSet\RawFaces\Face Dataset\945\1.npy,ValidationSet\RawFaces\Face Dataset\945\0.npy,1
ValidationSet\RawFaces\Face Dataset\1298\3.npy,ValidationSet\RawFaces\Face Dataset\705\0.npy,0
ValidationSet\RawFaces\Face Dataset\739\1.npy,ValidationSet\RawFaces\Face Dataset\210\0.npy,0
ValidationSet\RawFaces\Face Dataset\293\1.npy,ValidationSet\RawFaces\Face Dataset\293\0.npy,1
ValidationSet\RawFaces\Face Dataset\902\4.npy,ValidationSet\RawFaces\Face Dataset\902\1.npy,1
ValidationSet\RawFaces\Face Dataset\500\2.npy,ValidationSet\RawFaces\Face Dataset\1042\2.npy,0
ValidationSet\RawFaces\Face Dataset\856\48.npy,ValidationSet\RawFaces\Face Dataset\856\43.npy,1
ValidationSet\RawFaces\Face Dataset\1454\1.npy,ValidationSet\RawFaces\Face Dataset\497\1.npy,0
ValidationSet\RawFaces\Face Dataset\843\2.npy,ValidationSet\RawFaces\Face Dataset\30\0.npy,0
ValidationSet\RawFaces\Face Dataset\123\1.npy,ValidationSet\RawFaces\Face Dataset\123\0.npy,1
ValidationSet\RawFaces\Face Dataset\1317\0.npy,ValidationSet\RawFaces\Face Dataset\1317\1.npy,1
ValidationSet\RawFaces\Face Dataset\259\1.npy,ValidationSet\RawFaces\Face Dataset\825\0.npy,0
ValidationSet\RawFaces\Face Dataset\641\0.npy,ValidationSet\RawFaces\Face Dataset\863\4.npy,0
ValidationSet\RawFaces\Face Dataset\1158\1.npy,ValidationSet\RawFaces\Face Dataset\382\1.npy,0
ValidationSet\RawFaces\Face Dataset\282\1.npy,ValidationSet\RawFaces\Face Dataset\282\0.npy,1
ValidationSet\RawFaces\Face Dataset\1136\0.npy,ValidationSet\RawFaces\Face Dataset\1136\1.npy,1
ValidationSet\RawFaces\Face Dataset\1525\1.npy,ValidationSet\RawFaces\Face Dataset\1525\0.npy,1
ValidationSet\RawFaces\Face Dataset\55\0.npy,ValidationSet\RawFaces\Face Dataset\55\1.npy,1
ValidationSet\RawFaces\Face Dataset\918\0.npy,ValidationSet\RawFaces\Face Dataset\918\1.npy,1
ValidationSet\RawFaces\Face Dataset\1393\2.npy,ValidationSet\RawFaces\Face Dataset\1393\6.npy,1
ValidationSet\RawFaces\Face Dataset\965\1.npy,ValidationSet\RawFaces\Face Dataset\126\2.npy,0
ValidationSet\RawFaces\Face Dataset\367\0.npy,ValidationSet\RawFaces\Face Dataset\367\1.npy,1
ValidationSet\RawFaces\Face Dataset\280\1.npy,ValidationSet\RawFaces\Face Dataset\890\4.npy,0
ValidationSet\RawFaces\Face Dataset\1614\14.npy,ValidationSet\RawFaces\Face Dataset\366\6.npy,0
ValidationSet\RawFaces\Face Dataset\1453\0.npy,ValidationSet\RawFaces\Face Dataset\1453\1.npy,1
ValidationSet\RawFaces\Face Dataset\518\1.npy,ValidationSet\RawFaces\Face Dataset\518\0.npy,1
ValidationSet\RawFaces\Face Dataset\1504\1.npy,ValidationSet\RawFaces\Face Dataset\1504\0.npy,1
ValidationSet\RawFaces\Face Dataset\1662\5.npy,ValidationSet\RawFaces\Face Dataset\72\0.npy,0
ValidationSet\RawFaces\Face Dataset\1219\2.npy,ValidationSet\RawFaces\Face Dataset\1219\1.npy,1
ValidationSet\RawFaces\Face Dataset\1127\3.npy,ValidationSet\RawFaces\Face Dataset\450\0.npy,0
ValidationSet\RawFaces\Face Dataset\479\1.npy,ValidationSet\RawFaces\Face Dataset\421\2.npy,0
ValidationSet\RawFaces\Face Dataset\747\3.npy,ValidationSet\RawFaces\Face Dataset\1168\5.npy,0
ValidationSet\RawFaces\Face Dataset\1555\1.npy,ValidationSet\RawFaces\Face Dataset\1555\0.npy,1
ValidationSet\RawFaces\Face Dataset\834\1.npy,ValidationSet\RawFaces\Face Dataset\127\7.npy,0
ValidationSet\RawFaces\Face Dataset\1389\5.npy,ValidationSet\RawFaces\Face Dataset\1389\1.npy,1
ValidationSet\RawFaces\Face Dataset\1227\1.npy,ValidationSet\RawFaces\Face Dataset\1227\0.npy,1
ValidationSet\RawFaces\Face Dataset\1090\0.npy,ValidationSet\RawFaces\Face Dataset\1090\3.npy,1
ValidationSet\RawFaces\Face Dataset\1181\0.npy,ValidationSet\RawFaces\Face Dataset\1181\5.npy,1
ValidationSet\RawFaces\Face Dataset\583\1.npy,ValidationSet\RawFaces\Face Dataset\583\0.npy,1
ValidationSet\RawFaces\Face Dataset\31\0.npy,ValidationSet\RawFaces\Face Dataset\17\6.npy,0
ValidationSet\RawFaces\Face Dataset\1155\0.npy,ValidationSet\RawFaces\Face Dataset\1155\1.npy,1
ValidationSet\RawFaces\Face Dataset\641\1.npy,ValidationSet\RawFaces\Face Dataset\1598\0.npy,0
ValidationSet\RawFaces\Face Dataset\1347\1.npy,ValidationSet\RawFaces\Face Dataset\1347\0.npy,1
ValidationSet\RawFaces\Face Dataset\654\26.npy,ValidationSet\RawFaces\Face Dataset\654\20.npy,1
ValidationSet\RawFaces\Face Dataset\1387\4.npy,ValidationSet\RawFaces\Face Dataset\674\0.npy,0
ValidationSet\RawFaces\Face Dataset\1233\0.npy,ValidationSet\RawFaces\Face Dataset\1424\1.npy,0
ValidationSet\RawFaces\Face Dataset\1134\0.npy,ValidationSet\RawFaces\Face Dataset\1134\1.npy,1
ValidationSet\RawFaces\Face Dataset\846\0.npy,ValidationSet\RawFaces\Face Dataset\549\3.npy,0
ValidationSet\RawFaces\Face Dataset\1053\1.npy,ValidationSet\RawFaces\Face Dataset\1053\2.npy,1
ValidationSet\RawFaces\Face Dataset\652\9.npy,ValidationSet\RawFaces\Face Dataset\626\1.npy,0
ValidationSet\RawFaces\Face Dataset\815\2.npy,ValidationSet\RawFaces\Face Dataset\815\1.npy,1
ValidationSet\RawFaces\Face Dataset\1192\1.npy,ValidationSet\RawFaces\Face Dataset\1192\0.npy,1
ValidationSet\RawFaces\Face Dataset\112\1.npy,ValidationSet\RawFaces\Face Dataset\1004\0.npy,0
ValidationSet\RawFaces\Face Dataset\1300\0.npy,ValidationSet\RawFaces\Face Dataset\1300\1.npy,1
ValidationSet\RawFaces\Face Dataset\31\1.npy,ValidationSet\RawFaces\Face Dataset\31\0.npy,1
ValidationSet\RawFaces\Face Dataset\1459\2.npy,ValidationSet\RawFaces\Face Dataset\1459\0.npy,1
ValidationSet\RawFaces\Face Dataset\616\9.npy,ValidationSet\RawFaces\Face Dataset\616\0.npy,1
ValidationSet\RawFaces\Face Dataset\1591\2.npy,ValidationSet\RawFaces\Face Dataset\1462\1.npy,0
ValidationSet\RawFaces\Face Dataset\86\5.npy,ValidationSet\RawFaces\Face Dataset\86\1.npy,1
ValidationSet\RawFaces\Face Dataset\1002\2.npy,ValidationSet\RawFaces\Face Dataset\1002\3.npy,1
ValidationSet\RawFaces\Face Dataset\1124\0.npy,ValidationSet\RawFaces\Face Dataset\941\1.npy,0
ValidationSet\RawFaces\Face Dataset\45\1.npy,ValidationSet\RawFaces\Face Dataset\45\0.npy,1
ValidationSet\RawFaces\Face Dataset\870\2.npy,ValidationSet\RawFaces\Face Dataset\870\0.npy,1
ValidationSet\RawFaces\Face Dataset\279\1.npy,ValidationSet\RawFaces\Face Dataset\279\0.npy,1
ValidationSet\RawFaces\Face Dataset\1431\1.npy,ValidationSet\RawFaces\Face Dataset\24\0.npy,0
ValidationSet\RawFaces\Face Dataset\417\1.npy,ValidationSet\RawFaces\Face Dataset\417\2.npy,1
ValidationSet\RawFaces\Face Dataset\1604\2.npy,ValidationSet\RawFaces\Face Dataset\651\1.npy,0
ValidationSet\RawFaces\Face Dataset\1464\0.npy,ValidationSet\RawFaces\Face Dataset\1253\2.npy,0
ValidationSet\RawFaces\Face Dataset\406\0.npy,ValidationSet\RawFaces\Face Dataset\491\1.npy,0
ValidationSet\RawFaces\Face Dataset\1067\1.npy,ValidationSet\RawFaces\Face Dataset\1067\3.npy,1
ValidationSet\RawFaces\Face Dataset\38\6.npy,ValidationSet\RawFaces\Face Dataset\38\24.npy,1
ValidationSet\RawFaces\Face Dataset\335\0.npy,ValidationSet\RawFaces\Face Dataset\335\1.npy,1
ValidationSet\RawFaces\Face Dataset\1238\1.npy,ValidationSet\RawFaces\Face Dataset\1238\2.npy,1
ValidationSet\RawFaces\Face Dataset\502\0.npy,ValidationSet\RawFaces\Face Dataset\502\1.npy,1
ValidationSet\RawFaces\Face Dataset\1402\0.npy,ValidationSet\RawFaces\Face Dataset\79\1.npy,0
ValidationSet\RawFaces\Face Dataset\1010\0.npy,ValidationSet\RawFaces\Face Dataset\1010\1.npy,1
